model,representation,classifier,threshold,n,active,inactive,prevalence,TN,FP,FN,TP,predicted_positive_count,sensitivity,specificity,precision,net_benefit,standardized_net_benefit,treat_all_net_benefit,treat_none_net_benefit,beats_treat_all,beats_treat_none,beats_both
Traditional Logistic Regression,Traditional,Logistic Regression,0.27,181,20,161,0.11049723756906077,136,25,0,20,45,1.0,0.84472049689441,0.4444444444444444,0.05941118595322787,0.5376712328767123,-0.21849693483690313,0.0,True,True,True
Traditional Logistic Regression,Traditional,Logistic Regression,0.28,181,20,161,0.11049723756906077,137,24,0,20,44,1.0,0.8509316770186336,0.45454545454545453,0.0589318600368324,0.5333333333333332,-0.23542050337630455,0.0,True,True,True
Traditional Logistic Regression,Traditional,Logistic Regression,0.29,181,20,161,0.11049723756906077,137,24,0,20,44,1.0,0.8509316770186336,0.45454545454545453,0.05633802816901408,0.5098591549295775,-0.25282079215625247,0.0,True,True,True
Traditional Logistic Regression,Traditional,Logistic Regression,0.3,181,20,161,0.11049723756906077,138,23,0,20,43,1.0,0.8571428571428571,0.46511627906976744,0.05603788476716652,0.507142857142857,-0.270718232044199,0.0,True,True,True
Traditional Logistic Regression,Traditional,Logistic Regression,0.31,181,20,161,0.11049723756906077,138,23,0,20,43,1.0,0.8571428571428571,0.46511627906976744,0.053406998158379355,0.48333333333333317,-0.2891344383057091,0.0,True,True,True
Traditional Logistic Regression,Traditional,Logistic Regression,0.32,181,20,161,0.11049723756906077,138,23,0,20,43,1.0,0.8571428571428571,0.46511627906976744,0.05069873253168669,0.4588235294117646,-0.30809229769255775,0.0,True,True,True
Traditional Logistic Regression,Traditional,Logistic Regression,0.33,181,20,161,0.11049723756906077,138,23,0,20,43,1.0,0.8571428571428571,0.46511627906976744,0.0479096231549435,0.4335820895522387,-0.3276160633297602,0.0,True,True,True
Traditional Logistic Regression,Traditional,Logistic Regression,0.34,181,20,161,0.11049723756906077,138,23,0,20,43,1.0,0.8571428571428571,0.46511627906976744,0.04503599531223838,0.40757575757575737,-0.34773145822869594,0.0,True,True,True
Traditional Logistic Regression,Traditional,Logistic Regression,0.35,181,20,161,0.11049723756906077,138,23,0,20,43,1.0,0.8571428571428571,0.46511627906976744,0.04207394815129621,0.38076923076923075,-0.36846578835529115,0.0,True,True,True
Traditional Logistic Regression,Traditional,Logistic Regression,0.36,181,20,161,0.11049723756906077,138,23,0,20,43,1.0,0.8571428571428571,0.46511627906976744,0.039019337016574576,0.3531249999999999,-0.3898480662983426,0.0,True,True,True
Traditional Logistic Regression,Traditional,Logistic Regression,0.37,181,20,161,0.11049723756906077,138,23,0,20,43,1.0,0.8571428571428571,0.46511627906976744,0.03586775409979828,0.32460317460317445,-0.41190914671577666,0.0,True,True,True
Traditional Logistic Regression,Traditional,Logistic Regression,0.38,181,20,161,0.11049723756906077,138,23,0,20,43,1.0,0.8571428571428571,0.46511627906976744,0.0326145072179647,0.2951612903225806,-0.4346818748886117,0.0,True,True,True
Traditional Logistic Regression,Traditional,Logistic Regression,0.39,181,20,161,0.11049723756906077,140,21,0,20,41,1.0,0.8695652173913043,0.4878048780487805,0.03631917398786341,0.3286885245901639,-0.45820124988678573,0.0,True,True,True
Traditional Logistic Regression,Traditional,Logistic Regression,0.4,181,20,161,0.11049723756906077,140,21,0,20,41,1.0,0.8695652173913043,0.4878048780487805,0.03314917127071822,0.2999999999999999,-0.48250460405156553,0.0,True,True,True
Traditional Logistic Regression,Traditional,Logistic Regression,0.41,181,20,161,0.11049723756906077,140,21,0,20,41,1.0,0.8695652173913043,0.4878048780487805,0.02987171083434781,0.2703389830508477,-0.5076318007304053,0.0,True,True,True
Traditional Logistic Regression,Traditional,Logistic Regression,0.42,181,20,161,0.11049723756906077,142,19,0,20,39,1.0,0.8819875776397516,0.5128205128205128,0.03448275862068967,0.3120689655172415,-0.5336254524671364,0.0,True,True,True
Traditional Logistic Regression,Traditional,Logistic Regression,0.43,181,20,161,0.11049723756906077,142,19,0,20,39,1.0,0.8819875776397516,0.5128205128205128,0.03130755064456722,0.2833333333333334,-0.5605311621595426,0.0,True,True,True
Traditional Logistic Regression,Traditional,Logistic Regression,0.44,181,20,161,0.11049723756906077,142,19,0,20,39,1.0,0.8819875776397516,0.5128205128205128,0.028018942383583267,0.25357142857142856,-0.5883977900552486,0.0,True,True,True
Traditional Logistic Regression,Traditional,Logistic Regression,0.45,181,20,161,0.11049723756906077,142,19,0,20,39,1.0,0.8819875776397516,0.5128205128205128,0.02461074836765445,0.22272727272727277,-0.6172777498744351,0.0,True,True,True
Traditional Logistic Regression,Traditional,Logistic Regression,0.46,181,20,161,0.11049723756906077,142,19,0,20,39,1.0,0.8819875776397516,0.5128205128205128,0.021076324943728256,0.1907407407407407,-0.6472273378350728,0.0,True,True,True
Traditional Logistic Regression,Traditional,Logistic Regression,0.47,181,20,161,0.11049723756906077,142,19,0,20,39,1.0,0.8819875776397516,0.5128205128205128,0.017408527050974676,0.15754716981132083,-0.6783070989263005,0.0,True,True,True
Traditional Logistic Regression,Traditional,Logistic Regression,0.48,181,20,161,0.11049723756906077,142,19,0,20,39,1.0,0.8819875776397516,0.5128205128205128,0.013599660008499798,0.12307692307692317,-0.7105822354441138,0.0,True,True,True
Traditional Logistic Regression,Traditional,Logistic Regression,0.49,181,20,161,0.11049723756906077,142,19,0,20,39,1.0,0.8819875776397516,0.5128205128205128,0.009641425631025893,0.08725490196078434,-0.7441230635900768,0.0,True,True,True
Traditional Logistic Regression,Traditional,Logistic Regression,0.5,181,20,161,0.11049723756906077,142,19,1,19,38,0.95,0.8819875776397516,0.5,0.0,0.0,-0.7790055248618786,0.0,True,False,False
Traditional RBF-SVM,Traditional,RBF-SVM,0.05,181,20,161,0.11049723756906077,142,19,1,19,38,0.95,0.8819875776397516,0.5,0.09944751381215469,0.9,0.0636813027042745,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.06,181,20,161,0.11049723756906077,144,17,1,19,36,0.95,0.8944099378881988,0.5277777777777778,0.09897731280122252,0.8957446808510638,0.05372046549900082,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.07,181,20,161,0.11049723756906077,144,17,1,19,36,0.95,0.8944099378881988,0.5277777777777778,0.09790292877086675,0.886021505376344,0.04354541674092553,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.08,181,20,161,0.11049723756906077,145,16,2,18,34,0.9,0.9006211180124224,0.5294117647058824,0.09176074945952438,0.8304347826086956,0.03314917127071823,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.09,181,20,161,0.11049723756906077,145,16,2,18,34,0.9,0.9006211180124224,0.5294117647058824,0.09070487523526197,0.8208791208791208,0.022524436889077765,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.1,181,20,161,0.11049723756906077,145,16,2,18,34,0.9,0.9006211180124224,0.5294117647058824,0.08962553713934929,0.8111111111111111,0.011663597298956399,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.11,181,20,161,0.11049723756906077,145,16,2,18,34,0.9,0.9006211180124224,0.5294117647058824,0.08852194425476441,0.801123595505618,0.0005586938978210804,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.12,181,20,161,0.11049723756906077,145,16,2,18,34,0.9,0.9006211180124224,0.5294117647058824,0.0873932697137117,0.7909090909090909,-0.010798593671521847,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.13,181,20,161,0.11049723756906077,145,16,2,18,34,0.9,0.9006211180124224,0.5294117647058824,0.08623864863148537,0.7804597701149426,-0.022416968311424423,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.14,181,20,161,0.11049723756906077,146,15,2,18,33,0.9,0.906832298136646,0.5454545454545454,0.08595657201593215,0.7779069767441861,-0.03430553771039446,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.15,181,20,161,0.11049723756906077,146,15,2,18,33,0.9,0.906832298136646,0.5454545454545454,0.0848228794280143,0.7676470588235293,-0.04647383815404618,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.16,181,20,161,0.11049723756906077,146,15,3,17,32,0.85,0.906832298136646,0.53125,0.07813733228097869,0.7071428571428572,-0.058931860036832456,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.17,181,20,161,0.11049723756906077,147,14,3,17,31,0.85,0.9130434782608695,0.5483870967741935,0.07808027690873992,0.7066265060240963,-0.07169007521799911,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.18,181,20,161,0.11049723756906077,147,14,3,17,31,0.85,0.9130434782608695,0.5483870967741935,0.07694380811211426,0.6963414634146341,-0.08475946637919418,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.19,181,20,161,0.11049723756906077,147,14,3,17,31,0.85,0.9130434782608695,0.5483870967741935,0.07577927835754723,0.6858024691358025,-0.09815155855671509,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.2,181,20,161,0.11049723756906077,147,14,3,17,31,0.85,0.9130434782608695,0.5483870967741935,0.07458563535911603,0.675,-0.11187845303867405,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.21,181,20,161,0.11049723756906077,147,14,3,17,31,0.85,0.9130434782608695,0.5483870967741935,0.07336177355059795,0.6639240506329115,-0.12595286383663193,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.22,181,20,161,0.11049723756906077,147,14,3,17,31,0.85,0.9130434782608695,0.5483870967741935,0.07210653067006657,0.6525641025641025,-0.1403881569627426,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.23,181,20,161,0.11049723756906077,147,14,3,17,31,0.85,0.9130434782608695,0.5483870967741935,0.07081868407835258,0.6409090909090909,-0.15519839276745356,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.24,181,20,161,0.11049723756906077,147,14,3,17,31,0.85,0.9130434782608695,0.5483870967741935,0.06949694678685664,0.6289473684210526,-0.17039837161965687,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.25,181,20,161,0.11049723756906077,147,14,3,17,31,0.85,0.9130434782608695,0.5483870967741935,0.06813996316758747,0.6166666666666666,-0.18600368324125233,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.26,181,20,161,0.11049723756906077,147,14,3,17,31,0.85,0.9130434782608695,0.5483870967741935,0.06674630431536509,0.6040540540540541,-0.2020307600418098,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.27,181,20,161,0.11049723756906077,147,14,3,17,31,0.85,0.9130434782608695,0.5483870967741935,0.06531446302883523,0.5910958904109589,-0.21849693483690313,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.28,181,20,161,0.11049723756906077,147,14,3,17,31,0.85,0.9130434782608695,0.5483870967741935,0.0638428483732351,0.5777777777777777,-0.23542050337630455,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.29,181,20,161,0.11049723756906077,147,14,3,17,31,0.85,0.9130434782608695,0.5483870967741935,0.06232977978367442,0.5640845070422535,-0.25282079215625247,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.3,181,20,161,0.11049723756906077,147,14,3,17,31,0.85,0.9130434782608695,0.5483870967741935,0.06077348066298342,0.55,-0.270718232044199,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.31,181,20,161,0.11049723756906077,147,14,3,17,31,0.85,0.9130434782608695,0.5483870967741935,0.0591720714228521,0.5355072463768116,-0.2891344383057091,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.32,181,20,161,0.11049723756906077,147,14,3,17,31,0.85,0.9130434782608695,0.5483870967741935,0.05752356191095222,0.5205882352941176,-0.30809229769255775,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.33,181,20,161,0.11049723756906077,147,14,3,17,31,0.85,0.9130434782608695,0.5483870967741935,0.05582584315989114,0.5052238805970148,-0.3276160633297602,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.34,181,20,161,0.11049723756906077,147,14,3,17,31,0.85,0.9130434782608695,0.5483870967741935,0.054076678386070644,0.4893939393939393,-0.34773145822869594,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.35,181,20,161,0.11049723756906077,148,13,3,17,30,0.85,0.9192546583850931,0.5666666666666667,0.055248618784530384,0.5,-0.36846578835529115,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.36,181,20,161,0.11049723756906077,148,13,3,17,30,0.85,0.9192546583850931,0.5666666666666667,0.05352209944751381,0.484375,-0.3898480662983426,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.37,181,20,161,0.11049723756906077,148,13,3,17,30,0.85,0.9192546583850931,0.5666666666666667,0.05174076997281417,0.46825396825396826,-0.41190914671577666,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.38,181,20,161,0.11049723756906077,148,13,3,17,30,0.85,0.9192546583850931,0.5666666666666667,0.04990197825699519,0.4516129032258065,-0.4346818748886117,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.39,181,20,161,0.11049723756906077,148,13,3,17,30,0.85,0.9192546583850931,0.5666666666666667,0.04800289828819853,0.4344262295081967,-0.45820124988678573,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.4,181,20,161,0.11049723756906077,148,13,3,17,30,0.85,0.9192546583850931,0.5666666666666667,0.046040515653775316,0.41666666666666663,-0.48250460405156553,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.41,181,20,161,0.11049723756906077,148,13,3,17,30,0.85,0.9192546583850931,0.5666666666666667,0.04401161157411744,0.39830508474576287,-0.5076318007304053,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.42,181,20,161,0.11049723756906077,148,13,3,17,30,0.85,0.9192546583850931,0.5666666666666667,0.04191274528481616,0.37931034482758624,-0.5336254524671364,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.43,181,20,161,0.11049723756906077,148,13,3,17,30,0.85,0.9192546583850931,0.5666666666666667,0.03974023456431133,0.35964912280701755,-0.5605311621595426,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.44,181,20,161,0.11049723756906077,148,13,3,17,30,0.85,0.9192546583850931,0.5666666666666667,0.03749013417521705,0.3392857142857143,-0.5883977900552486,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.45,181,20,161,0.11049723756906077,148,13,3,17,30,0.85,0.9192546583850931,0.5666666666666667,0.03515821195379207,0.31818181818181823,-0.6172777498744351,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.46,181,20,161,0.11049723756906077,149,12,3,17,29,0.85,0.9254658385093167,0.5862068965517241,0.03744628606507059,0.33888888888888885,-0.6472273378350728,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.47,181,20,161,0.11049723756906077,150,11,3,17,28,0.85,0.9316770186335404,0.6071428571428571,0.040029187949546546,0.36226415094339626,-0.6783070989263005,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.48,181,20,161,0.11049723756906077,150,11,3,17,28,0.85,0.9316770186335404,0.6071428571428571,0.037824054398640033,0.3423076923076923,-0.7105822354441138,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.49,181,20,161,0.11049723756906077,150,11,3,17,28,0.85,0.9316770186335404,0.6071428571428571,0.03553244502220778,0.3215686274509804,-0.7441230635900768,0.0,True,True,True
Traditional RBF-SVM,Traditional,RBF-SVM,0.5,181,20,161,0.11049723756906077,150,11,3,17,28,0.85,0.9316770186335404,0.6071428571428571,0.03314917127071823,0.3,-0.7790055248618786,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.05,181,20,161,0.11049723756906077,123,38,0,20,58,1.0,0.7639751552795031,0.3448275862068966,0.09944751381215469,0.9,0.0636813027042745,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.06,181,20,161,0.11049723756906077,126,35,0,20,55,1.0,0.782608695652174,0.36363636363636365,0.09815446103209122,0.8882978723404256,0.05372046549900082,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.07,181,20,161,0.11049723756906077,128,33,0,20,53,1.0,0.7950310559006211,0.37735849056603776,0.0967741935483871,0.8758064516129033,0.04354541674092553,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.08,181,20,161,0.11049723756906077,129,32,0,20,52,1.0,0.8012422360248447,0.38461538461538464,0.09512370886380014,0.8608695652173913,0.03314917127071823,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.09,181,20,161,0.11049723756906077,133,28,0,20,48,1.0,0.8260869565217391,0.4166666666666667,0.09519762005949851,0.8615384615384616,0.022524436889077765,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.1,181,20,161,0.11049723756906077,134,27,0,20,47,1.0,0.8322981366459627,0.425531914893617,0.09392265193370165,0.85,0.011663597298956399,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.11,181,20,161,0.11049723756906077,136,25,0,20,45,1.0,0.84472049689441,0.4444444444444444,0.09342603513563846,0.8455056179775281,0.0005586938978210804,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.12,181,20,161,0.11049723756906077,137,24,0,20,44,1.0,0.8509316770186336,0.45454545454545453,0.09241587142139628,0.8363636363636363,-0.010798593671521847,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.13,181,20,161,0.11049723756906077,137,24,1,19,43,0.95,0.8509316770186336,0.4418604651162791,0.08515907791960373,0.7706896551724137,-0.022416968311424423,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.14,181,20,161,0.11049723756906077,137,24,1,19,43,0.95,0.8509316770186336,0.4418604651162791,0.08338686881665167,0.7546511627906977,-0.03430553771039446,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.15,181,20,161,0.11049723756906077,139,22,1,19,41,0.95,0.8633540372670807,0.4634146341463415,0.08352291192720182,0.7558823529411766,-0.04647383815404618,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.16,181,20,161,0.11049723756906077,141,20,1,19,39,0.95,0.8757763975155279,0.48717948717948717,0.08392528282031043,0.7595238095238095,-0.058931860036832456,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.17,181,20,161,0.11049723756906077,143,18,1,19,37,0.95,0.8881987577639752,0.5135135135135135,0.08460360780137122,0.7656626506024096,-0.07169007521799911,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.18,181,20,161,0.11049723756906077,143,18,1,19,37,0.95,0.8881987577639752,0.5135135135135135,0.08314243363428109,0.7524390243902439,-0.08475946637919418,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.19,181,20,161,0.11049723756906077,143,18,1,19,37,0.95,0.8881987577639752,0.5135135135135135,0.0816451810926949,0.7388888888888889,-0.09815155855671509,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.2,181,20,161,0.11049723756906077,146,15,1,19,34,0.95,0.906832298136646,0.5588235294117647,0.08425414364640883,0.7625,-0.11187845303867405,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.21,181,20,161,0.11049723756906077,146,15,1,19,34,0.95,0.906832298136646,0.5588235294117647,0.08294286313728233,0.7506329113924051,-0.12595286383663193,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.22,181,20,161,0.11049723756906077,146,15,1,19,34,0.95,0.906832298136646,0.5588235294117647,0.08159796005099873,0.7384615384615385,-0.1403881569627426,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.23,181,20,161,0.11049723756906077,147,14,1,19,33,0.95,0.9130434782608695,0.5757575757575758,0.08186840783525866,0.7409090909090909,-0.15519839276745356,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.24,181,20,161,0.11049723756906077,147,14,2,18,32,0.9,0.9130434782608695,0.5625,0.07502180866530968,0.6789473684210526,-0.17039837161965687,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.25,181,20,161,0.11049723756906077,147,14,2,18,32,0.9,0.9130434782608695,0.5625,0.07366482504604052,0.6666666666666667,-0.18600368324125233,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.26,181,20,161,0.11049723756906077,149,12,3,17,29,0.85,0.9254658385093167,0.5862068965517241,0.07062863968941316,0.6391891891891891,-0.2020307600418098,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.27,181,20,161,0.11049723756906077,149,12,3,17,29,0.85,0.9254658385093167,0.5862068965517241,0.06940134715810187,0.6280821917808219,-0.21849693483690313,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.28,181,20,161,0.11049723756906077,150,11,3,17,28,0.85,0.9316770186335404,0.6071428571428571,0.07028852056476365,0.6361111111111111,-0.23542050337630455,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.29,181,20,161,0.11049723756906077,150,11,3,17,28,0.85,0.9316770186335404,0.6071428571428571,0.06909968095868026,0.6253521126760564,-0.25282079215625247,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.3,181,20,161,0.11049723756906077,150,11,3,17,28,0.85,0.9316770186335404,0.6071428571428571,0.06787687450670876,0.6142857142857143,-0.270718232044199,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.31,181,20,161,0.11049723756906077,150,11,3,17,28,0.85,0.9316770186335404,0.6071428571428571,0.06661862438946273,0.6028985507246377,-0.2891344383057091,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.32,181,20,161,0.11049723756906077,151,10,3,17,27,0.85,0.937888198757764,0.6296296296296297,0.06792330191745205,0.6147058823529411,-0.30809229769255775,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.33,181,20,161,0.11049723756906077,152,9,3,17,26,0.85,0.9440993788819876,0.6538461538461539,0.0694318462933949,0.6283582089552239,-0.3276160633297602,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.34,181,20,161,0.11049723756906077,153,8,3,17,25,0.85,0.9503105590062112,0.68,0.07115352419219823,0.6439393939393939,-0.34773145822869594,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.35,181,20,161,0.11049723756906077,153,8,3,17,25,0.85,0.9503105590062112,0.68,0.07012324691882703,0.6346153846153846,-0.36846578835529115,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.36,181,20,161,0.11049723756906077,153,8,3,17,25,0.85,0.9503105590062112,0.68,0.06906077348066297,0.6249999999999999,-0.3898480662983426,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.37,181,20,161,0.11049723756906077,153,8,3,17,25,0.85,0.9503105590062112,0.68,0.06796457072700166,0.615079365079365,-0.41190914671577666,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.38,181,20,161,0.11049723756906077,153,8,3,17,25,0.85,0.9503105590062112,0.68,0.06683300659418998,0.6048387096774193,-0.4346818748886117,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.39,181,20,161,0.11049723756906077,153,8,3,17,25,0.85,0.9503105590062112,0.68,0.06566434199800741,0.5942622950819672,-0.45820124988678573,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.4,181,20,161,0.11049723756906077,153,8,3,17,25,0.85,0.9503105590062112,0.68,0.06445672191528545,0.5833333333333334,-0.48250460405156553,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.41,181,20,161,0.11049723756906077,153,8,3,17,25,0.85,0.9503105590062112,0.68,0.0632081655585729,0.5720338983050848,-0.5076318007304053,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.42,181,20,161,0.11049723756906077,153,8,3,17,25,0.85,0.9503105590062112,0.68,0.061916555534387505,0.560344827586207,-0.5336254524671364,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.43,181,20,161,0.11049723756906077,153,8,3,17,25,0.85,0.9503105590062112,0.68,0.06057962586023069,0.5482456140350878,-0.5605311621595426,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.44,181,20,161,0.11049723756906077,153,8,3,17,25,0.85,0.9503105590062112,0.68,0.05919494869771113,0.5357142857142857,-0.5883977900552486,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.45,181,20,161,0.11049723756906077,153,8,3,17,25,0.85,0.9503105590062112,0.68,0.057759919638372674,0.5227272727272727,-0.6172777498744351,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.46,181,20,161,0.11049723756906077,154,7,3,17,24,0.85,0.9565217391304348,0.7083333333333334,0.060978105177000204,0.5518518518518518,-0.6472273378350728,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.47,181,20,161,0.11049723756906077,154,7,3,17,24,0.85,0.9565217391304348,0.7083333333333334,0.05962681121651204,0.539622641509434,-0.6783070989263005,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.48,181,20,161,0.11049723756906077,154,7,3,17,24,0.85,0.9565217391304348,0.7083333333333334,0.058223544411389716,0.5269230769230769,-0.7105822354441138,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.49,181,20,161,0.11049723756906077,154,7,3,17,24,0.85,0.9565217391304348,0.7083333333333334,0.05676524753547828,0.5137254901960784,-0.7441230635900768,0.0,True,True,True
Traditional Random Forest,Traditional,Random Forest,0.5,181,20,161,0.11049723756906077,154,7,3,17,24,0.85,0.9565217391304348,0.7083333333333334,0.055248618784530384,0.5,-0.7790055248618786,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.05,181,20,161,0.11049723756906077,147,14,1,19,33,0.95,0.9130434782608695,0.5757575757575758,0.10090142483280023,0.9131578947368422,0.0636813027042745,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.06,181,20,161,0.11049723756906077,148,13,1,19,32,0.95,0.9192546583850931,0.59375,0.10038791583401904,0.9085106382978724,0.05372046549900082,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.07,181,20,161,0.11049723756906077,148,13,1,19,32,0.95,0.9192546583850931,0.59375,0.09956632804609991,0.9010752688172042,0.04354541674092553,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.08,181,20,161,0.11049723756906077,148,13,1,19,32,0.95,0.9192546583850931,0.59375,0.0987268796540956,0.8934782608695653,0.03314917127071823,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.09,181,20,161,0.11049723756906077,148,13,1,19,32,0.95,0.9192546583850931,0.59375,0.09786898184688239,0.8857142857142857,0.022524436889077765,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.1,181,20,161,0.11049723756906077,148,13,1,19,32,0.95,0.9192546583850931,0.59375,0.09699201964395335,0.8777777777777779,0.011663597298956399,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.11,181,20,161,0.11049723756906077,148,13,1,19,32,0.95,0.9192546583850931,0.59375,0.09609535042522813,0.8696629213483146,0.0005586938978210804,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.12,181,20,161,0.11049723756906077,148,13,1,19,32,0.95,0.9192546583850931,0.59375,0.0951783023606228,0.8613636363636364,-0.010798593671521847,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.13,181,20,161,0.11049723756906077,148,13,2,18,31,0.9,0.9192546583850931,0.5806451612903226,0.08871531085286086,0.8028735632183908,-0.022416968311424423,0.0,True,True,True
