n_estimators,max_depth,learning_rate,subsample,colsample_bytree,fold,train_n,validation_n,train_active,train_inactive,scale_pos_weight,input_dimensions,scaler_used,pca_used,validation_AUROC,validation_AUPRC,validation_MCC,validation_F1,locked_test_rows_used
200,3,0.03,1.0,0.6,5,576,144,64,512,8.0,1280,False,False,0.9829457364341085,0.8754897146276457,0.8198127976897006,0.8387096774193549,0
200,3,0.03,1.0,0.9,1,576,144,63,513,8.142857142857142,1280,False,False,0.96630859375,0.7221276419826864,0.7097364175623984,0.7368421052631579,0
200,3,0.03,1.0,0.9,2,576,144,63,513,8.142857142857142,1280,False,False,0.98876953125,0.9316367150006856,0.8685990362153793,0.8823529411764706,0
200,3,0.03,1.0,0.9,3,576,144,63,513,8.142857142857142,1280,False,False,0.99072265625,0.9294785588830674,0.7044306406400331,0.7333333333333333,0
200,3,0.03,1.0,0.9,4,576,144,63,513,8.142857142857142,1280,False,False,0.99560546875,0.9691351540616246,0.8415524501276135,0.8571428571428571,0
200,3,0.03,1.0,0.9,5,576,144,64,512,8.0,1280,False,False,0.9834625322997417,0.8767212417212418,0.7911215487044864,0.8125,0
200,3,0.1,0.8,0.6,1,576,144,63,513,8.142857142857142,1280,False,False,0.974609375,0.7896663734657156,0.730435887238472,0.7567567567567568,0
200,3,0.1,0.8,0.6,2,576,144,63,513,8.142857142857142,1280,False,False,0.9912109375,0.9479745370370372,0.8685990362153793,0.8823529411764706,0
200,3,0.1,0.8,0.6,3,576,144,63,513,8.142857142857142,1280,False,False,0.99365234375,0.9558153195488722,0.859375,0.875,0
200,3,0.1,0.8,0.6,4,576,144,63,513,8.142857142857142,1280,False,False,0.99560546875,0.9691351540616246,0.8685990362153793,0.8823529411764706,0
200,3,0.1,0.8,0.6,5,576,144,64,512,8.0,1280,False,False,0.9782945736434108,0.8906056126739239,0.7647165723025928,0.7878787878787878,0
200,3,0.1,0.8,0.9,1,576,144,63,513,8.142857142857142,1280,False,False,0.97119140625,0.7313795661869728,0.6456738625979104,0.6857142857142857,0
200,3,0.1,0.8,0.9,2,576,144,63,513,8.142857142857142,1280,False,False,0.9912109375,0.9461821266968327,0.8415524501276135,0.8571428571428571,0
200,3,0.1,0.8,0.9,3,576,144,63,513,8.142857142857142,1280,False,False,0.98974609375,0.928431328635133,0.859375,0.875,0
200,3,0.1,0.8,0.9,4,576,144,63,513,8.142857142857142,1280,False,False,0.9951171875,0.9654893207282913,0.8685990362153793,0.8823529411764706,0
200,3,0.1,0.8,0.9,5,576,144,64,512,8.0,1280,False,False,0.9803617571059431,0.87624962999963,0.7911215487044864,0.8125,0
200,3,0.1,1.0,0.6,1,576,144,63,513,8.142857142857142,1280,False,False,0.97119140625,0.7473794359485149,0.688653724024566,0.7222222222222222,0
200,3,0.1,1.0,0.6,2,576,144,63,513,8.142857142857142,1280,False,False,0.98828125,0.9275158358798065,0.8685990362153793,0.8823529411764706,0
200,3,0.1,1.0,0.6,3,576,144,63,513,8.142857142857142,1280,False,False,0.99169921875,0.9402788561076605,0.859375,0.875,0
200,3,0.1,1.0,0.6,4,576,144,63,513,8.142857142857142,1280,False,False,0.994140625,0.9568125808015514,0.8164451367301556,0.8333333333333334,0
200,3,0.1,1.0,0.6,5,576,144,64,512,8.0,1280,False,False,0.9803617571059432,0.8517133052133052,0.8198127976897006,0.8387096774193549,0
200,3,0.1,1.0,0.9,1,576,144,63,513,8.142857142857142,1280,False,False,0.97021484375,0.7316670302904571,0.730435887238472,0.7567567567567568,0
200,3,0.1,1.0,0.9,2,576,144,63,513,8.142857142857142,1280,False,False,0.99169921875,0.942588141025641,0.8685990362153793,0.8823529411764706,0
200,3,0.1,1.0,0.9,3,576,144,63,513,8.142857142857142,1280,False,False,0.99169921875,0.9389355303158053,0.7790174143548602,0.8,0
200,3,0.1,1.0,0.9,4,576,144,63,513,8.142857142857142,1280,False,False,0.9951171875,0.9683712121212122,0.8415524501276135,0.8571428571428571,0
200,3,0.1,1.0,0.9,5,576,144,64,512,8.0,1280,False,False,0.9813953488372094,0.8594514004514004,0.7911215487044864,0.8125,0
200,5,0.03,0.8,0.6,1,576,144,63,513,8.142857142857142,1280,False,False,0.97314453125,0.7878383769008769,0.6456738625979104,0.6857142857142857,0
200,5,0.03,0.8,0.6,2,576,144,63,513,8.142857142857142,1280,False,False,0.98876953125,0.927737030126736,0.8415524501276135,0.8571428571428571,0
